ID,FQA_USDASymbol,FQA_USDASymbolOrigin,FQA_Family,FQA_SciName_withAuthority,FQA_SciName_noAuthority,FQA_Genus,FQA_Species,FQA_Trinomial,FQA_C-Value2020,FQA_C-Value2020_Numeric,FQA_NativeStatus,CONox_Status,AW_WetIndicator,GP_WetIndicator,WMVC_WetIndicator,CNHP_Tracked,CNHP_GRank,CNHP_SRank,CPW_DuckFoodValue,USDA_MajorGroup,USDA_Category,USDA_GrowthHabitSimple,USDA_GrowthHabitFull,USDA_GrowthHabitDuration_Origin,USDA_Duration,USDA_GrowthForm,USDA_GrowthRate,USDA_DroughtTolerance,USDA_ShadeTolerance,USDA_BloomPeriod,Invasiveness,IRank,IRank_Score,FQA_NameOrigin,National_USDASymbol,National_Family,National_SciName_noAuthority,Ack_Family,Ack_SciName_noAuthority,Weber2001_Family,Weber2001_SciName_no Authority,Weber2012_Family,Weber2012_SciName_no Authority,IRank_GName,National_NativeStatus,Ack_NativeStatus,Weber2001_NativeStatus,ITIS_NativeStatus,BONAP_NativeStatus,BONAP_Override,IRank_MixedOrigin,FQA_C-Value2006
2004,"HEPU14","FQA_SciName","Asteraceae","Heterotheca pumila (Greene) Semple","Heterotheca pumila","Heterotheca","pumila"," ","2",2,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPU14","Asteraceae","Heterotheca pumila","Asteraceae","Heterotheca pumila","Asteraceae","Heterotheca pumila","Asteraceae","Heterotheca pumila",,"Native","Native","Native","Native","Native",,,"2"
2005,"HEST3","FQA_SciName","Asteraceae","Heterotheca stenophylla (A. Gray) Shinners","Heterotheca stenophylla","Heterotheca","stenophylla"," ","Not Assigned",,"Native",,,,,"Watch List","G4","S1",,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","HEST3","Asteraceae","Heterotheca stenophylla","Asteraceae","Heterotheca stenophylla",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2007,"HESU3","FQA_SciName","Asteraceae","Heterotheca subaxillaris (Lam.) Britton & Rusby ssp. latifolia (Buckley) Semple","Heterotheca subaxillaris ssp. latifolia","Heterotheca","subaxillaris","ssp. latifolia","3",3,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HESU3","Asteraceae","Heterotheca subaxillaris","Asteraceae","Heterotheca subaxillaris ssp. latifolia","Asteraceae","Heterotheca latifolia","Asteraceae","Heterotheca latifolia",,"Native","Native","Native","Native","Native",,,"Not Assigned"
2008,"HEVI4","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners","Heterotheca villosa","Heterotheca","villosa"," ","3",3,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial","Multiple Stem","Moderate","Medium","Intolerant","Mid Summer",,,,"Ackerfield 2015","HEVI4","Asteraceae","Heterotheca villosa","Asteraceae","Heterotheca villosa","Asteraceae","Heterotheca villosa","Asteraceae","Heterotheca villosa",,"Native","Native","Native","Native","Native",,,"3"
2006,"HESTA","FQA_SciName","Asteraceae","Heterotheca stenophylla (A. Gray) Shinners var. angustifolia (Rydb.) Semple","Heterotheca villosa var. angustifolia","Heterotheca","villosa","var. angustifolia","Not Assigned",,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","HESTA","Asteraceae","Heterotheca villosa var. angustifolia","Asteraceae","Heterotheca villosa var. angustifolia",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2009,"HEVIM3","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners var. minor (Hook.) Semple","Heterotheca villosa var. minor","Heterotheca","villosa","var. minor","4",4,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","HEVIM3","Asteraceae","Heterotheca villosa var. minor","Asteraceae","Heterotheca villosa var. minor","Asteraceae","Heterotheca villosa var. hispida",,,,"Native","Native","Native","Native","Native",,,"Not Assigned"
2010,"HEVIN","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners var. nana (A. Gray) Semple","Heterotheca villosa var. nana","Heterotheca","villosa","var. nana","4",4,"Native",,,,,,,,,"Angiosperms","Dicot","Shrub","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEVIN","Asteraceae","Heterotheca villosa var. nana","Asteraceae","Heterotheca villosa var. nana",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2011,"HEVIP","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners var. pedunculata (Greene) V.L. Harms ex Semple","Heterotheca villosa var. pedunculata","Heterotheca","villosa","var. pedunculata","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEVIP","Asteraceae","Heterotheca villosa var. pedunculata","Asteraceae","Heterotheca villosa var. pedunculata","Asteraceae","Heterotheca villosa var. pedunculata",,,,"Native","Native","Native","Native","Native",,,"Not Assigned"
2012,"HEVIS","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners var. scabra (Eastw.) Semple","Heterotheca villosa var. scabra","Heterotheca","villosa","var. scabra","Not Assigned",,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","HEVIS","Asteraceae","Heterotheca villosa var. scabra","Asteraceae","Heterotheca villosa var. scabra",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2013,"HEVIV","FQA_SciName","Asteraceae","Heterotheca villosa (Pursh) Shinners var. villosa","Heterotheca villosa var. villosa","Heterotheca","villosa","var. villosa","2",2,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial","Single Crown","Moderate","Medium","Intolerant","Mid Summer",,,,"Ackerfield 2015","HEVIV","Asteraceae","Heterotheca villosa var. villosa","Asteraceae","Heterotheca villosa var. villosa","Asteraceae","Heterotheca villosa var. villosa",,,,"Native","Native","Native","Native","Native",,,"2"
2014,"HEZI","FQA_SciName","Asteraceae","Heterotheca zionensis Semple","Heterotheca zionensis","Heterotheca","zionensis"," ","Not Assigned",,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEZI","Asteraceae","Heterotheca zionensis","Asteraceae","Heterotheca zionensis",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2017,"HEUCH","FQA_SciName","Saxifragaceae","Heuchera L.","Heuchera","Heuchera",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,"HEBR2","FQA_SciName","Saxifragaceae","Heuchera bracteata (Torr.) Ser.","Heuchera bracteata","Heuchera","bracteata"," ","8",8,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEBR2","Saxifragaceae","Heuchera bracteata","Saxifragaceae","Heuchera bracteata","Saxifragaceae","Heuchera bracteata","Saxifragaceae","Heuchera bracteata",,"Native","Native","Native","Native","Native",,,"8"
2016,"HEHA2","FQA_SciName","Saxifragaceae","Heuchera hallii A. Gray","Heuchera hallii","Heuchera","hallii"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEHA2","Saxifragaceae","Heuchera hallii","Saxifragaceae","Heuchera hallii","Saxifragaceae","Heuchera hallii","Saxifragaceae","Heuchera hallii",,"Native","Native","Native","Native","Native",,,"7"
2018,"HEPA11","FQA_SciName","Saxifragaceae","Heuchera parvifolia Nutt. ex Torr. & A. Gray","Heuchera parvifolia","Heuchera","parvifolia"," ","7",7,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HEPA11","Saxifragaceae","Heuchera parvifolia","Saxifragaceae","Heuchera parvifolia","Saxifragaceae","Heuchera parvifolia","Saxifragaceae","Heuchera parvifolia",,"Native","Native","Native","Native","Native",,,"7"
2019,"HERI","FQA_SciName","Saxifragaceae","Heuchera richardsonii R. Br.","Heuchera richardsonii","Heuchera","richardsonii"," ","9",9,"Native",,,"FACU","FACU","Yes","G5","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HERI","Saxifragaceae","Heuchera richardsonii","Saxifragaceae","Heuchera richardsonii","Saxifragaceae","Heuchera richardsonii","Saxifragaceae","Heuchera richardsonii",,"Native","Native","Native","Native","Native",,,"9"
2020,"HERU","FQA_SciName","Saxifragaceae","Heuchera rubescens Torr.","Heuchera rubescens","Heuchera","rubescens"," ","9",9,"Native",,"UPL","FACU","UPL","Yes","G5","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HERU","Saxifragaceae","Heuchera rubescens","Saxifragaceae","Heuchera rubescens","Saxifragaceae","Heuchera rubescens","Saxifragaceae","Heuchera rubescens",,"Native","Native","Native","Native","Native",,,"9"
2021,"HIBIS2","FQA_SciName","Malvaceae","Hibiscus L.","Hibiscus","Hibiscus",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,"HITR","FQA_SciName","Malvaceae","Hibiscus trionum L.","Hibiscus trionum","Hibiscus","trionum"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,4,,,"Ackerfield 2015","HITR","Malvaceae","Hibiscus trionum","Malvaceae","Hibiscus trionum","Malvaceae","Hibiscus trionum","Malvaceae","Hibiscus trionum","Hibiscus trionum","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2026,"HIERA","FQA_SciName","Asteraceae","Hieracium L.","Hieracium","Hieracium",,,,,"Unknown",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,"HIAL2","FQA_SciName","Asteraceae","Hieracium albiflorum Hook.","Hieracium albiflorum","Hieracium","albiflorum"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Bunch","Moderate","High","Intermediate","Late Spring",,,,"Ackerfield 2015","HIAL2","Asteraceae","Hieracium albiflorum","Asteraceae","Hieracium albiflorum","Asteraceae","Chlorocrepis albiflora","Asteraceae","Chlorocrepis albiflora",,"Native","Native","Native","Native","Native",,,"5"
2024,"HIAU","FQA_SciName","Asteraceae","Hieracium aurantiacum L.","Hieracium aurantiacum","Hieracium","aurantiacum"," ","0",0,"Non-native","List A",,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,4,"Medium/Low",4,"Ackerfield 2015","HIAU","Asteraceae","Hieracium aurantiacum","Asteraceae","Hieracium aurantiacum","Asteraceae","Hieracium aurantiacum","Asteraceae","Pilosella aurantiaca","Hieracium aurantiacum","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2025,"HIFE","FQA_SciName","Asteraceae","Hieracium fendleri Sch. Bip.","Hieracium fendleri","Hieracium","fendleri"," ","5",5,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HIFE","Asteraceae","Hieracium fendleri","Asteraceae","Hieracium fendleri","Asteraceae","Chlorocrepis fendleri","Asteraceae","Chlorocrepis fendleri",,"Native","Native","Native","Native","Native",,,"Not Assigned"
2027,"HITR2","FQA_SciName","Asteraceae","Hieracium triste Willd. ex Spreng.","Hieracium triste","Hieracium","triste"," ","6",6,"Native",,"FACU",,"FACU",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HITR2","Asteraceae","Hieracium triste","Asteraceae","Hieracium triste","Asteraceae","Chlorocrepis tristis ssp. gracilis","Asteraceae","Chlorocrepis tristis ssp. gracilis",,"Native","Native","Native","Native","Native",,,"6"
2028,"ZZ_HILARI","FQA_SciName InventedSymbol - Not in PLANTS","Poaceae","Hilaria","Hilaria","Hilaria",,,"6",6,"Native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,"HIJA","FQA_SciName","Poaceae","Hilaria jamesii (Torr.) Benth.","Hilaria jamesii","Hilaria","jamesii"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Slow","High","Intolerant","Mid Summer",,,,"Ackerfield 2015","PLJA","Poaceae","Pleuraphis jamesii","Poaceae","Hilaria jamesii","Poaceae","Hilaria jamesii","Poaceae","Hilaria jamesii",,"Native","Native","Native","Native","Native",,,"6"
2030,"HIPPU","FQA_SciName","Plantaginaceae","Hippuris L.","Hippuris","Hippuris",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,"HIVU2","FQA_SciName","Plantaginaceae","Hippuris vulgaris L.","Hippuris vulgaris","Hippuris","vulgaris"," ","6",6,"Native",,"OBL","OBL","OBL",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Perennial","Rhizomatous","Rapid","None","Intolerant","Late Spring",,,,"Ackerfield 2015","HIVU2","Hippuridaceae","Hippuris vulgaris","Plantaginaceae","Hippuris vulgaris","Hippuridaceae","Hippuris vulgaris","Hippuridaceae","Hippuris vulgaris",,"Native","Native","Native","Native","Native",,,"6"
2032,"HOFFM","FQA_SciName","Fabaceae","Hoffmannseggia Cav.","Hoffmannseggia","Hoffmannseggia",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,"HODR","FQA_SciName","Fabaceae","Hoffmannseggia drepanocarpa A. Gray","Hoffmannseggia drepanocarpa","Hoffmannseggia","drepanocarpa"," ","6",6,"Native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb, Subshrub",,"Perennial",,,,,,,,,"Ackerfield 2015","HODR","Fabaceae","Hoffmannseggia drepanocarpa","Fabaceae","Hoffmannseggia drepanocarpa","Fabaceae","Hoffmanseggia drepanocarpa","Fabaceae","Hoffmanseggia drepanocarpa",,"Native","Native","Native","Native","Native",,,"6"
2034,"HOGL2","FQA_SciName","Fabaceae","Hoffmannseggia glauca (Ortega) Eifert","Hoffmannseggia glauca","Hoffmannseggia","glauca"," ","5",5,"Native",,"FACU","FAC","FACU",,,,"NO","Angiosperms","Dicot","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HOGL2","Fabaceae","Hoffmannseggia glauca","Fabaceae","Hoffmannseggia glauca","Fabaceae","Hoffmanseggia glauca","Fabaceae","Hoffmanseggia glauca",,"Native","Native","Native","Native","Native",,,"5"
2035,"HORE","FQA_SciName","Fabaceae","Hoffmannseggia repens (Eastw.) Cockerell","Hoffmannseggia repens","Hoffmannseggia","repens"," ","Not Assigned",,"Native",,,,,"Yes","G2","S1",,"Angiosperms","Dicot","Forb","Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HORE","Fabaceae","Hoffmannseggia repens","Fabaceae","Hoffmannseggia repens",,,,,,"Native","Native",,"Native","Native",,,"Not Assigned"
2036,"HOLCU","FQA_SciName","Poaceae","Holcus L.","Holcus","Holcus",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,"HOLA","FQA_SciName","Poaceae","Holcus lanatus L.","Holcus lanatus","Holcus","lanatus"," ","0",0,"Non-native",,"FAC","FAC","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Multiple Stem","Moderate","Medium","Intermediate","Summer",1,"High/Medium",8,"Ackerfield 2015","HOLA","Poaceae","Holcus lanatus","Poaceae","Holcus lanatus","Poaceae","Holcus lanatus","Poaceae","Holcus lanatus","Holcus lanatus","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2038,"ZZ_HOLMGR","FQA_SciName InventedSymbol - Not in PLANTS","Onagraceae","Holmgrenia","Holmgrenia","Holmgrenia",,,,,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,"HOAN4","FQA_SciName","Onagraceae","Holmgrenia andina (Nutt.) W.L. Wagner & Hoch","Holmgrenia andina","Holmgrenia","andina"," ","Not Assigned",,"Native",,"UPL","FACU","UPL","Yes","G4","S1","NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","CAAN14","Onagraceae","Camissonia andina","Onagraceae","Holmgrenia andina","Onagraceae","Camissonia andina","Onagraceae","Camissonia andina",,"Native","Native","Native","Native","Native",,,"Not Assigned"
2040,"HOLOD","FQA_SciName","Rosaceae","Holodiscus (K. Koch) Maxim.","Holodiscus","Holodiscus",,,"8",8,"Native",,,,,,,,,"Angiosperms","Dicot","Shrub","Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,"HODU","FQA_SciName","Rosaceae","Holodiscus dumosus (Nutt. ex Hook.) A. Heller","Holodiscus dumosus","Holodiscus","dumosus"," ","8",8,"Native",,"FACU",,"FACU",,,,"NO","Angiosperms","Dicot","Shrub","Shrub",,"Perennial","Thicket Forming","Moderate","High","Intolerant","Late Summer",,,,"Ackerfield 2015","HODU","Rosaceae","Holodiscus dumosus","Rosaceae","Holodiscus dumosus","Rosaceae","Holodiscus discolor","Rosaceae","Holodiscus discolor",,"Native","Native","Native","Native","Native",,,"8"
2042,"HOLOS","FQA_SciName","Caryophyllaceae","Holosteum L.","Holosteum","Holosteum",,,"0",0,"Non-native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,"HOUMU","FQA_SciName","Caryophyllaceae","Holosteum umbellatum L. ssp. umbellatum","Holosteum umbellatum ssp. umbellatum","Holosteum","umbellatum","ssp. umbellatum","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HOUM","Caryophyllaceae","Holosteum umbellatum","Caryophyllaceae","Holosteum umbellatum ssp. umbellatum","Alsinaceae","Holosteum umbellatum","Alsinaceae","Holosteum umbellatum","Holosteum umbellatum","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2044,"ZZ_HOPIA","FQA_SciName InventedSymbol - Not in PLANTS","Poaceae","Hopia","Hopia","Hopia",,,"4",4,"Native",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,"HOOB4","FQA_SciName","Poaceae","Hopia obtusa (Kunth) Zuloaga & Morrone","Hopia obtusa","Hopia","obtusa"," ","4",4,"Native",,"FACU","FAC","FACU",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Rhizomatous","Rapid","Low","Intermediate","Summer",,,,"Ackerfield 2015","PAOB","Poaceae","Panicum obtusum","Poaceae","Hopia obtusa","Poaceae","Panicum obtusum","Poaceae","Panicum obtusum",,"Native","Native","Native","Native","Native",,,"4"
2048,"HORDE","FQA_SciName","Poaceae","Hordeum L.","Hordeum","Hordeum",,,,,"Unknown",,,,,,,,,"Angiosperms","Monocot","Graminoid","Graminoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,"HOBR2","FQA_SciName","Poaceae","Hordeum brachyantherum Nevski","Hordeum brachyantherum","Hordeum","brachyantherum"," ","4",4,"Native",,"FACW","FAC","FACW",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial","Bunch","Moderate","Medium","Intolerant","Early Summer",,,,"Ackerfield 2015","HOBR2","Poaceae","Hordeum brachyantherum","Poaceae","Hordeum brachyantherum","Poaceae","Critesion brachyantherum","Poaceae","Critesion brachyantherum",,"Native","Native","Native","Native","Native",,,"Not Assigned"
2047,"HOJU","FQA_SciName","Poaceae","Hordeum jubatum L.","Hordeum jubatum","Hordeum","jubatum"," ","2",2,"Native",,"FAC","FACW","FAC",,,,"LOW","Angiosperms","Monocot","Graminoid","Graminoid",,"Perennial",,,,,,,,,"Ackerfield 2015","HOJU","Poaceae","Hordeum jubatum","Poaceae","Hordeum jubatum","Poaceae","Critesion jubatum","Poaceae","Critesion jubatum",,"Native","Native","Native","Native","Native",,,"2"
2049,"HOMU","FQA_SciName","Poaceae","Hordeum murinum L.","Hordeum murinum","Hordeum","murinum"," ","0",0,"Non-native",,"FACU","FACU","FAC",,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual",,,,,,,"High/Low",7,"Ackerfield 2015","HOMU","Poaceae","Hordeum murinum","Poaceae","Hordeum murinum","Poaceae","Critesion glaucum","Poaceae","Critesion murinum","Hordeum murinum","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2050,"HOPU","FQA_SciName","Poaceae","Hordeum pusillum Nutt.","Hordeum pusillum","Hordeum","pusillum"," ","1",1,"Native",,"FACU","FACU","FACU",,,,"LOW","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual","Bunch","Rapid","Low","Intolerant","Late Spring",,,,"Ackerfield 2015","HOPU","Poaceae","Hordeum pusillum","Poaceae","Hordeum pusillum","Poaceae","Critesion pusillum","Poaceae","Critesion pusillum",,"Native","Native","Native","Native","Native",,,"1"
2051,"HOVU","FQA_SciName","Poaceae","Hordeum vulgare L.","Hordeum vulgare","Hordeum","vulgare"," ","0",0,"Non-native",,,,,,,,"NO","Angiosperms","Monocot","Graminoid","Graminoid",,"Annual","Bunch","Rapid","Medium","Intolerant","Spring",1,"Low/Insignificant",2,"Ackerfield 2015","HOVU","Poaceae","Hordeum vulgare","Poaceae","Hordeum vulgare","Poaceae","Hordeum vulgare","Poaceae","Hordeum vulgare","Hordeum vulgare","Introduced","Introduced","Non-native","Introduced","Exotic",,,"0"
2053,"HORNU","FQA_SciName","Brassicaceae","Hornungia Rchb.","Hornungia","Hornungia",,,"6",6,"Native",,,,,,,,,"Angiosperms","Dicot","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,"HOPR4","FQA_SciName","Brassicaceae","Hornungia procumbens (L.) Hayek","Hornungia procumbens","Hornungia","procumbens"," ","6",6,"Native",,"FAC",,"FAC",,,,"NO","Angiosperms","Dicot","Forb","Forb/herb",,"Annual",,,,,,,,,"Ackerfield 2015","HOPR4","Brassicaceae","Hornungia procumbens","Brassicaceae","Hornungia procumbens","Brassicaceae","Hymenolobus procumbens","Brassicaceae","Hornugia  procumbens",,"Native","Native","Native","Native","Adventive","Native",,"Not Assigned"
2054,"HUMUL","FQA_SciName","Cannabaceae","Humulus L.","Humulus","Humulus",,,"5",5,"Native",,,,,,,,,"Angiosperms","Dicot","Vine","Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,"HULUN","National_SciName","Cannabaceae","Humulus neomexicanus Rydb.","Humulus neomexicanus","Humulus","neomexicanus"," ","5",5,"Native",,"FACU","FACU","FACU",,,,"NO","Angiosperms","Dicot","Vine","Vine, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HULUN","Cannabaceae","Humulus lupulus var. neomexicanus","Cannabaceae","Humulus neomexicanus","Cannabaceae","Humulus lupulus ssp. americanus","Cannabaceae","Humulus lupulus var. neomexicanus",,"Native","Native","Native","Native","Native",,,"5"
2056,"HUPER","FQA_SciName","Lycopodiaceae","Huperzia Bernh.","Huperzia","Huperzia",,,"10",10,"Native",,,,,,,,,"Ferns and Fern Allies","Lycopod","Forb","Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,"HUHA","FQA_SciName","Lycopodiaceae","Huperzia haleakalae (Brack.) Holub","Huperzia haleakalae","Huperzia","haleakalae"," ","10",10,"Native",,"FACU",,"FACU",,,,"NO","Ferns and Fern Allies","Lycopod","Forb","Subshrub, Forb/herb",,"Perennial",,,,,,,,,"Ackerfield 2015","HUHA","Lycopodiaceae","Huperzia haleakalae","Lycopodiaceae","Huperzia haleakalae","Lycopodiaceae","Huperzia haleakalae","Lycopodiaceae","Huperzia haleakalae",,"Native","Native","Native","Native","Native",,,"Not Assigned"
